COMMENT,kmp_n_187_min_2_max_374_run_ps
SORT_BY,187
374,187
373,187
372,187
371,187
370,187
369,187
368,187
367,187
366,187
365,187
364,187
363,187
362,187
361,187
360,187
359,187
358,187
357,187
356,187
355,187
354,187
353,187
352,187
351,187
350,187
349,187
348,187
347,187
346,187
345,187
344,187
343,187
342,187
341,187
340,187
339,187
338,187
337,187
336,187
335,187
334,187
333,187
332,187
331,187
330,187
329,187
328,187
327,187
326,187
325,187
324,187
323,187
322,187
321,187
320,187
319,187
318,187
317,187
316,187
315,187
314,187
313,187
312,187
311,187
310,187
309,187
308,187
307,187
306,187
305,187
304,187
303,187
302,187
301,187
300,187
299,187
298,187
297,187
296,187
295,187
294,187
293,187
292,187
291,187
290,187
289,187
288,187
287,187
286,187
285,187
284,187
283,187
282,187
281,187
280,187
279,187
278,187
277,187
276,187
275,187
274,187
273,187
272,187
271,187
270,187
269,187
268,187
267,187
266,187
265,187
264,187
263,187
262,187
261,187
260,187
259,187
258,187
257,187
256,187
255,187
254,187
253,187
252,187
251,187
250,187
249,187
248,187
247,187
246,187
245,187
244,187
243,187
242,187
241,187
240,187
239,187
238,187
237,187
236,187
235,187
234,187
233,187
232,187
231,187
230,187
229,187
228,187
227,187
226,187
225,187
224,187
223,187
222,187
221,187
220,187
219,187
218,187
217,187
216,187
215,187
214,187
213,187
212,187
211,187
210,187
209,187
208,187
207,187
206,187
205,187
204,187
203,187
202,187
201,187
200,187
199,187
198,187
197,187
196,187
195,187
194,187
193,187
192,187
191,187
190,187
189,187
188,187
187,187
186,187
185,188
184,189
183,190
182,191
181,192
180,193
179,194
178,195
177,196
176,197
175,198
174,199
173,200
172,201
171,202
170,203
169,204
168,205
167,206
166,207
165,208
164,209
163,210
162,211
161,212
160,213
159,214
158,215
157,216
156,217
155,218
154,219
153,220
152,221
151,222
150,223
149,224
148,225
147,226
146,227
145,228
144,229
143,230
142,231
141,232
140,233
139,234
138,235
137,236
136,237
135,238
134,239
133,240
132,241
131,242
130,243
129,244
128,245
127,246
126,247
125,248
124,249
123,250
122,251
121,252
120,253
119,254
118,255
117,256
116,257
115,258
114,259
113,260
112,261
111,262
110,263
109,264
108,265
107,266
106,267
105,268
104,269
103,270
102,271
101,272
100,273
99,274
98,275
97,276
96,277
95,278
94,279
93,280
92,283
91,286
90,289
89,292
88,295
87,298
86,301
85,304
84,307
83,310
82,313
81,316
80,319
79,322
78,325
77,328
76,331
75,334
74,337
73,340
72,343
71,346
70,349
69,352
68,355
67,358
66,361
65,364
64,367
63,370
62,373
61,379
60,385
59,391
58,397
57,403
56,409
55,415
54,421
53,427
52,433
51,439
50,445
49,451
48,457
47,463
46,471
45,481
44,491
43,501
42,511
41,521
40,531
39,541
38,551
37,562
36,577
35,592
34,607
33,622
32,637
31,652
30,673
29,694
28,715
27,736
26,761
25,789
24,817
23,847
22,883
21,919
20,961
19,1006
18,1057
17,1112
16,1177
15,1249
14,1331
13,1426
12,1537
11,1667
10,1825
9,2017
8,2257
7,2566
6,2977
5,3554
4,4419
3,5860
2,8743
1,17392
