COMMENT,kmp_n_37_min_2_max_74_run_ps
SORT_BY,37
74,37
73,37
72,37
71,37
70,37
69,37
68,37
67,37
66,37
65,37
64,37
63,37
62,37
61,37
60,37
59,37
58,37
57,37
56,37
55,37
54,37
53,37
52,37
51,37
50,37
49,37
48,37
47,37
46,37
45,37
44,37
43,37
42,37
41,37
40,37
39,37
38,37
37,37
36,37
35,38
34,39
33,40
32,41
31,42
30,43
29,44
28,45
27,46
26,47
25,48
24,49
23,50
22,51
21,52
20,53
19,54
18,55
17,58
16,61
15,64
14,67
13,70
12,73
11,79
10,85
9,91
8,101
7,112
6,127
5,149
4,181
3,235
2,343
1,667
