COMMENT,kmp_n_58_min_2_max_116_run_ps
SORT_BY,58
116,58
115,58
114,58
113,58
112,58
111,58
110,58
109,58
108,58
107,58
106,58
105,58
104,58
103,58
102,58
101,58
100,58
99,58
98,58
97,58
96,58
95,58
94,58
93,58
92,58
91,58
90,58
89,58
88,58
87,58
86,58
85,58
84,58
83,58
82,58
81,58
80,58
79,58
78,58
77,58
76,58
75,58
74,58
73,58
72,58
71,58
70,58
69,58
68,58
67,58
66,58
65,58
64,58
63,58
62,58
61,58
60,58
59,58
58,58
57,58
56,59
55,60
54,61
53,62
52,63
51,64
50,65
49,66
48,67
47,68
46,69
45,70
44,71
43,72
42,73
41,74
40,75
39,76
38,77
37,78
36,79
35,80
34,81
33,82
32,83
31,84
30,85
29,86
28,88
27,91
26,94
25,97
24,100
23,103
22,106
21,109
20,112
19,115
18,121
17,127
16,133
15,139
14,146
13,156
12,166
11,178
10,193
9,211
8,233
7,262
6,301
5,355
4,436
3,571
2,842
1,1654
