COMMENT,kmp_n_19_min_2_max_38_run_ps
SORT_BY,19
38,19
37,19
36,19
35,19
34,19
33,19
32,19
31,19
30,19
29,19
28,19
27,19
26,19
25,19
24,19
23,19
22,19
21,19
20,19
19,19
18,19
17,20
16,21
15,22
14,23
13,24
12,25
11,26
10,27
9,28
8,31
7,34
6,37
5,43
4,51
3,64
2,91
1,172
