COMMENT,kmp_n_23_min_2_max_46_run_ps
SORT_BY,23
46,23
45,23
44,23
43,23
42,23
41,23
40,23
39,23
38,23
37,23
36,23
35,23
34,23
33,23
32,23
31,23
30,23
29,23
28,23
27,23
26,23
25,23
24,23
23,23
22,23
21,24
20,25
19,26
18,27
17,28
16,29
15,30
14,31
13,32
12,33
11,34
10,37
9,40
8,43
7,47
6,53
5,61
4,73
3,93
2,133
1,254
