COMMENT,kmp_n_247_min_2_max_494_run_ps
SORT_BY,247
494,247
493,247
492,247
491,247
490,247
489,247
488,247
487,247
486,247
485,247
484,247
483,247
482,247
481,247
480,247
479,247
478,247
477,247
476,247
475,247
474,247
473,247
472,247
471,247
470,247
469,247
468,247
467,247
466,247
465,247
464,247
463,247
462,247
461,247
460,247
459,247
458,247
457,247
456,247
455,247
454,247
453,247
452,247
451,247
450,247
449,247
448,247
447,247
446,247
445,247
444,247
443,247
442,247
441,247
440,247
439,247
438,247
437,247
436,247
435,247
434,247
433,247
432,247
431,247
430,247
429,247
428,247
427,247
426,247
425,247
424,247
423,247
422,247
421,247
420,247
419,247
418,247
417,247
416,247
415,247
414,247
413,247
412,247
411,247
410,247
409,247
408,247
407,247
406,247
405,247
404,247
403,247
402,247
401,247
400,247
399,247
398,247
397,247
396,247
395,247
394,247
393,247
392,247
391,247
390,247
389,247
388,247
387,247
386,247
385,247
384,247
383,247
382,247
381,247
380,247
379,247
378,247
377,247
376,247
375,247
374,247
373,247
372,247
371,247
370,247
369,247
368,247
367,247
366,247
365,247
364,247
363,247
362,247
361,247
360,247
359,247
358,247
357,247
356,247
355,247
354,247
353,247
352,247
351,247
350,247
349,247
348,247
347,247
346,247
345,247
344,247
343,247
342,247
341,247
340,247
339,247
338,247
337,247
336,247
335,247
334,247
333,247
332,247
331,247
330,247
329,247
328,247
327,247
326,247
325,247
324,247
323,247
322,247
321,247
320,247
319,247
318,247
317,247
316,247
315,247
314,247
313,247
312,247
311,247
310,247
309,247
308,247
307,247
306,247
305,247
304,247
303,247
302,247
301,247
300,247
299,247
298,247
297,247
296,247
295,247
294,247
293,247
292,247
291,247
290,247
289,247
288,247
287,247
286,247
285,247
284,247
283,247
282,247
281,247
280,247
279,247
278,247
277,247
276,247
275,247
274,247
273,247
272,247
271,247
270,247
269,247
268,247
267,247
266,247
265,247
264,247
263,247
262,247
261,247
260,247
259,247
258,247
257,247
256,247
255,247
254,247
253,247
252,247
251,247
250,247
249,247
248,247
247,247
246,247
245,248
244,249
243,250
242,251
241,252
240,253
239,254
238,255
237,256
236,257
235,258
234,259
233,260
232,261
231,262
230,263
229,264
228,265
227,266
226,267
225,268
224,269
223,270
222,271
221,272
220,273
219,274
218,275
217,276
216,277
215,278
214,279
213,280
212,281
211,282
210,283
209,284
208,285
207,286
206,287
205,288
204,289
203,290
202,291
201,292
200,293
199,294
198,295
197,296
196,297
195,298
194,299
193,300
192,301
191,302
190,303
189,304
188,305
187,306
186,307
185,308
184,309
183,310
182,311
181,312
180,313
179,314
178,315
177,316
176,317
175,318
174,319
173,320
172,321
171,322
170,323
169,324
168,325
167,326
166,327
165,328
164,329
163,330
162,331
161,332
160,333
159,334
158,335
157,336
156,337
155,338
154,339
153,340
152,341
151,342
150,343
149,344
148,345
147,346
146,347
145,348
144,349
143,350
142,351
141,352
140,353
139,354
138,355
137,356
136,357
135,358
134,359
133,360
132,361
131,362
130,363
129,364
128,365
127,366
126,367
125,368
124,369
123,370
122,373
121,376
120,379
119,382
118,385
117,388
116,391
115,394
114,397
113,400
112,403
111,406
110,409
109,412
108,415
107,418
106,421
105,424
104,427
103,430
102,433
101,436
100,439
99,442
98,445
97,448
96,451
95,454
94,457
93,460
92,463
91,466
90,469
89,472
88,475
87,478
86,481
85,484
84,487
83,490
82,493
81,499
80,505
79,511
78,517
77,523
76,529
75,535
74,541
73,547
72,553
71,559
70,565
69,571
68,577
67,583
66,589
65,595
64,601
63,607
62,613
61,621
60,631
59,641
58,651
57,661
56,671
55,681
54,691
53,701
52,711
51,721
50,731
49,742
48,757
47,772
46,787
45,802
44,817
43,832
42,847
41,862
40,883
39,904
38,925
37,946
36,967
35,989
34,1017
33,1045
32,1073
31,1101
30,1135
29,1171
28,1207
27,1246
26,1291
25,1336
24,1387
23,1442
22,1501
21,1567
20,1639
19,1717
18,1807
17,1906
16,2017
15,2143
14,2287
13,2452
12,2647
11,2876
10,3151
9,3487
8,3907
7,4447
6,5167
5,6176
4,7689
3,10210
2,15253
1,30382
