COMMENT,kmp_n_30_min_2_max_60_run_ps
SORT_BY,30
60,30
59,30
58,30
57,30
56,30
55,30
54,30
53,30
52,30
51,30
50,30
49,30
48,30
47,30
46,30
45,30
44,30
43,30
42,30
41,30
40,30
39,30
38,30
37,30
36,30
35,30
34,30
33,30
32,30
31,30
30,30
29,30
28,31
27,32
26,33
25,34
24,35
23,36
22,37
21,38
20,39
19,40
18,41
17,42
16,43
15,44
14,46
13,49
12,52
11,55
10,58
9,63
8,69
7,76
6,86
5,100
4,121
3,156
2,226
1,436
