COMMENT,kmp_n_34_min_2_max_68_run_ps
SORT_BY,34
68,34
67,34
66,34
65,34
64,34
63,34
62,34
61,34
60,34
59,34
58,34
57,34
56,34
55,34
54,34
53,34
52,34
51,34
50,34
49,34
48,34
47,34
46,34
45,34
44,34
43,34
42,34
41,34
40,34
39,34
38,34
37,34
36,34
35,34
34,34
33,34
32,35
31,36
30,37
29,38
28,39
27,40
26,41
25,42
24,43
23,44
22,45
21,46
20,47
19,48
18,49
17,50
16,52
15,55
14,58
13,61
12,64
11,67
10,73
9,79
8,86
7,96
6,109
5,127
4,154
3,199
2,290
1,562
