COMMENT,kmp_n_9_min_2_max_18_run_ps
SORT_BY,9
18,9
17,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8,9
7,10
6,11
5,12
4,13
3,16
2,21
1,37
